use,name,effect,presc,score
Bladder Infection,Monurol,10.0,41.0,6.634357403425167
Bladder Infection,Nitrofurantoin,4.967741935483871,24.677419354838708,6.988850817121486
Bladder Infection,Pentosan polysulfate sodium,6.0,15.0,6.010880530854154
Bladder Infection,Vantin,10.0,20.0,6.998161370910088
Bleeding Disorde,Goserelin,10.0,2.0,8.074493292790843
Bleeding Disorde,Tranexamic acid,7.0,10.5,8.041773084027309
Blepharitis,Dexamethasone / neomycin / polymyxin b,10.0,2.0,8.074493292790843
Body Dysmorphic Disorde,Geodon,1.0,15.0,6.71052568386338
Body Dysmorphic Disorde,Sertraline,1.0,6.0,3.1839555369340493
Body Imaging,Iohexol,7.0,1.0,3.7663548709513903
Bone infection,Clindamycin,9.0,35.0,8.745036833474396
Borderline Personality Disorde,Aripiprazole,6.0,9.0,7.270534291464122
Borderline Personality Disorde,Buspirone,1.0,0.0,3.054420106447377
Borderline Personality Disorde,Clozapine,6.0,53.5,6.410911469987342
Borderline Personality Disorde,Deplin,10.0,131.0,6.745930986404209
Borderline Personality Disorde,Divalproex sodium,9.0,1.0,6.920059185010526
Borderline Personality Disorde,Escitalopram,8.0,2.0,7.171574816814388
Borderline Personality Disorde,Lamotrigine,9.75,11.5,6.790721761624154
Borderline Personality Disorde,Lithium,1.0,3.0,7.0500866311617765
Borderline Personality Disorde,Lurasidone,7.5,9.0,7.1626305489106805
Borderline Personality Disorde,Olanzapine,8.5,19.0,5.981303967576226
Borderline Personality Disorde,Quetiapine,8.125,38.0,7.183357807984915
Borderline Personality Disorde,Risperdal,8.0,26.0,5.502238893186651
Borderline Personality Disorde,Risperidone,8.5,20.5,7.038944912061858
Borderline Personality Disorde,Seroquel,8.0,42.333333333333336,7.6578787898327905
Borderline Personality Disorde,Sertraline,1.0,8.0,5.707023638890452
Borderline Personality Disorde,Topiramate,8.0,4.0,7.493869596318778
Bowel Preparation,Bisacodyl,7.25,7.833333333333333,6.618041863249246
Bowel Preparation,Citric acid / magnesium oxide / sodium picosulfate,6.388888888888889,8.777777777777779,7.042591040094333
Bowel Preparation,Dulcolax,6.75,7.75,7.363764826194008
Bowel Preparation,Dulcolax Laxative,1.0,22.0,7.064415428840003
Bowel Preparation,Fleet Enema,4.0,12.0,6.059202612994347
Bowel Preparation,GaviLyte-C,10.0,8.0,7.737592628105482
Bowel Preparation,GaviLyte-G,10.0,12.0,6.355865537958907
Bowel Preparation,GoLYTELY,4.5,16.0,7.073451667077178
Bowel Preparation,Magnesium sulfate / potassium sulfate / sodium sulfate,7.379310344827586,15.129310344827585,6.609620756740762
Bowel Preparation,MoviPrep,6.733333333333333,17.366666666666667,6.295534832298342
Bowel Preparation,PEG3350,8.0,3.0,7.927925645495847
Bowel Preparation,Polyethylene glycol 3350,5.0,10.0,7.181786620054445
Bowel Preparation,Polyethylene glycol 3350 with electrolytes,6.222222222222222,13.805555555555555,6.196623316083731
Bowel Preparation,Prepopik,4.833333333333333,8.055555555555555,5.923721864376084
Bowel Preparation,Senna,6.0,2.0,5.406917687876335
Bowel Preparation,Sodium biphosphate / sodium phosphate,9.5,22.5,7.826257756781102
Bowel Preparation,Suprep Bowel Prep Kit,7.384615384615385,14.346153846153847,6.652050313025675
Brain Tum,Cisplatin,10.0,2.0,8.074493292790843
Brain Tum,Cytoxan,10.0,7.0,6.493653305451713
Breakthrough Pain,Fentanyl,9.5,57.0,6.441328064471379
Breakthrough Pain,Subsys,10.0,15.0,8.482883456649951
Breast Cance,Abraxane,10.0,12.0,6.355865537958907
Breast Cance,Afinitor,2.0,11.0,6.9943433157606885
Breast Cance,Anastrozole,5.222222222222222,60.72222222222222,6.682046249102389
Breast Cance,Arimidex,5.857142857142857,119.28571428571429,7.320479576381152
Breast Cance,Aromasin,9.0,81.0,6.5732225511946485
Breast Cance,Capecitabine,10.0,19.0,6.127475169414972
Breast Cance,Exemestane,4.142857142857143,41.714285714285715,6.305027490662395
Breast Cance,Femara,8.5,186.0,7.463578811947157
Breast Cance,Herceptin,10.0,51.0,6.5114336812428935
Breast Cance,Letrozole,6.8,120.8,6.6129463128079164
Breast Cance,Paclitaxel protein-bound,10.0,12.0,6.355865537958907
Breast Cance,Tamoxifen,6.333333333333333,41.333333333333336,5.625162600505578
Breast Cance,Taxol,7.0,35.0,6.561690902135986
"Breast Cancer, Adjuvant",Femara,10.0,86.0,7.472418108328171
"Breast Cancer, Adjuvant",Letrozole,5.0,53.0,7.292011103822078
"Breast Cancer, Metastatic",Avastin,9.0,30.0,7.451866876405575
"Breast Cancer, Metastatic",Capecitabine,9.333333333333334,46.0,6.231866039748994
"Breast Cancer, Metastatic",Docetaxel,9.0,22.0,8.853339021798474
"Breast Cancer, Metastatic",Eribulin,10.0,84.0,8.389951634147149
"Breast Cancer, Metastatic",Faslodex,9.0,89.0,6.963019760709456
"Breast Cancer, Metastatic",Gemzar,7.0,4.0,6.168992330132397
"Breast Cancer, Metastatic",Halaven,9.5,40.5,6.83197501584847
"Breast Cancer, Metastatic",Ibrance,7.6,31.8,6.988938686245992
"Breast Cancer, Metastatic",Letrozole,9.75,142.25,8.15983281319182
"Breast Cancer, Metastatic",Palbociclib,9.2,38.2,7.247757076247327
"Breast Cancer, Metastatic",Trastuzumab,10.0,41.0,8.743005258264253
"Breast Cancer, Metastatic",Xeloda,3.6666666666666665,8.333333333333334,6.933992289280066
Bronchiectasis,Albuterol,1.0,4.0,5.967531876848388
Bronchiectasis,Doxycycline,9.0,13.0,6.3732589822241685
Bronchitis,Amoxicillin,8.25,5.25,7.289582856975374
Bronchitis,Amoxicillin / clavulanate,4.25,12.5,5.710059646199887
Bronchitis,Augmentin,6.666666666666667,20.666666666666668,7.5554563280498925
Bronchitis,Avelox,5.5,8.0,4.8398414242460115
Bronchitis,Azithromycin,7.6,27.65,6.634456856140543
Bronchitis,Azithromycin Dose Pack,5.0,39.0,5.413708677844019
Bronchitis,Bactrim,9.5,54.0,7.8706689692919145
Bronchitis,Beclomethasone,9.0,44.0,6.228093433727354
Bronchitis,Biaxin,6.5,38.5,3.184095294637752
Bronchitis,Biaxin XL,10.0,23.0,8.215482906027418
Bronchitis,Cefdinir,2.6,8.4,6.14462357364062
Bronchitis,Cefprozil,10.0,0.0,6.109306553878856
Bronchitis,Ceftin,10.0,36.0,7.715255946986691
Bronchitis,Cefuroxime,3.5,2.0,5.78814578447613
Bronchitis,Cipro,6.25,27.0,6.1442172573719755
Bronchitis,Ciprofloxacin,5.0,21.0,6.760934395598684
Bronchitis,Clarithromycin,3.8181818181818183,28.90909090909091,6.303643155199951
Bronchitis,Doxycycline,7.0,27.2,5.286857190203636
Bronchitis,Gemifloxacin,10.0,0.0,6.109306553878856
Bronchitis,Guaifenesin,8.666666666666666,42.333333333333336,6.504761595788019
Bronchitis,Levaquin,4.875,26.625,6.182864150652623
Bronchitis,Levofloxacin,6.117647058823529,27.58823529411765,6.556862069977125
Bronchitis,Moxifloxacin,4.8,15.8,7.038509494930312
Bronchitis,Mucinex,6.666666666666667,99.66666666666667,5.548506206600678
Bronchitis,Septra,8.0,3.0,7.927925645495847
Bronchitis,Sulfamethoxazole / trimethoprim,5.0,32.0,6.739295356278184
Bronchitis,Zithromax,7.0,27.6,6.501326391642115
Bronchospasm Prophylaxis,Albuterol,2.0,5.0,6.577285637571317
Bulimia,Fluoxetine,7.2,41.2,6.33944774406838
Bulimia,Prozac,10.0,41.0,8.743005258264253
Bulimia,Topamax,7.0,17.0,5.521717037574594
Bulimia,Topiramate,9.0,31.0,6.361917241451971
Bullous Pemphigoid,Rituximab,5.0,0.0,3.8128660300863055
Burning Mouth Syndrome,Amitriptyline,8.0,18.0,5.47795598012679
Burning Mouth Syndrome,Clonazepam,9.5,58.5,8.058620790825595
Burning Mouth Syndrome,Klonopin,10.0,87.0,6.766991142334359
"Burns, External",Silver sulfadiazine,10.0,18.6,7.332821493614368
Bursitis,Indocin,8.0,30.0,6.330843099822558
Bursitis,Prednisone,8.0,29.0,7.618207227983737
CMV Prophylaxis,Valganciclovir,8.0,2.0,7.171574816814388
CNS Magnetic Resonance Imaging,Gadavist,1.0,1.0,4.319273404069607
CNS Magnetic Resonance Imaging,Gadopentetate dimeglumine,1.0,5.0,4.884977122534999
COPD,Aclidinium,9.0,20.5,7.143599664686557
COPD,Anoro Ellipta,10.0,40.666666666666664,7.767719257561301
COPD,Breo Ellipta,8.0,34.2,7.660486448093211
COPD,Daliresp,8.333333333333334,62.0,7.177872360204746
COPD,Fluticasone / vilanterol,10.0,35.0,8.648336695522234
COPD,Incruse Ellipta,1.0,7.0,3.7845039965740233
COPD,Montelukast,1.0,32.0,3.5627046713585284
COPD,Olodaterol / tiotropium,5.0,8.0,6.132623614626235
COPD,Roflumilast,8.666666666666666,64.83333333333333,7.690651484820603
COPD,Stiolto Respimat,7.0,35.0,7.40816940681769
COPD,Symbicort,7.5,64.75,6.632194811500082
COPD,Umeclidinium,2.0,17.0,7.38837848750209
COPD,Umeclidinium / vilanterol,7.666666666666667,12.0,6.726534353506659
"COPD, Acute",Albuterol,7.0,9.0,6.573012972205689
"COPD, Acute",Levalbuterol,10.0,21.0,8.233307958262657
"COPD, Acute",Proventil,6.0,5.5,6.5675153719797095
"COPD, Maintenance",Aclidinium,9.0,8.5,8.296702323630235
"COPD, Maintenance",Advair Diskus,7.5,17.0,4.99161210001296
"COPD, Maintenance",Albuterol,5.75,31.5,6.540307942478649
"COPD, Maintenance",Albuterol / ipratropium,9.2,12.0,7.1662061523967155
"COPD, Maintenance",Atrovent,4.0,10.0,8.408472604559076
"COPD, Maintenance",Combivent,9.0,12.0,6.471278979163006
"COPD, Maintenance",Combivent Respimat,3.0,0.0,6.35504055965443
"COPD, Maintenance",Daliresp,7.5,30.0,6.476167926920617
"COPD, Maintenance",Fluticasone / salmeterol,5.5,4.5,7.517270392154815
"COPD, Maintenance",Foradil Aerolizer,10.0,21.0,8.233307958262657
"COPD, Maintenance",Olodaterol / tiotropium,10.0,16.5,6.838428100624166
"COPD, Maintenance",Proventil,8.0,14.0,6.3583124972520615
"COPD, Maintenance",Proventil HFA,10.0,41.0,8.743005258264253
"COPD, Maintenance",Roflumilast,4.666666666666667,38.0,6.159166041209672
"COPD, Maintenance",Spiriva,6.9,62.2,6.6074722351536606
"COPD, Maintenance",Spiriva Respimat,7.0,5.0,4.395058287782974
"COPD, Maintenance",Stiolto Respimat,10.0,34.0,8.585381211066728
"COPD, Maintenance",Symbicort,5.25,37.75,5.8020337165409215
"COPD, Maintenance",Tiotropium,6.8,54.3,6.34394185582422
"COPD, Maintenance",Tudorza Pressair,9.5,32.5,7.5473994063663365
"COPD, Maintenance",Ventolin HFA,1.0,8.0,5.707023638890452
"COPD, Maintenance",Xopenex,10.0,43.0,6.788244820250587
Cance,Chaparral,10.0,22.0,8.757200984608478
Candida Urinary Tract Infection,Fluconazole,10.0,15.0,8.482883456649951
Candidemia,Diflucan,9.0,26.0,6.765825685915322
Candidemia,Fluconazole,9.0,26.0,6.765825685915322
Candidemia,Itraconazole,8.0,27.0,6.997393188417838
Carcinoid Tum,Sandostatin,9.0,16.5,6.031276031453734
Cardiovascular Risk Reduction,Simvastatin,1.0,5.0,4.884977122534999
Cataplexy,Sodium oxybate,9.0,1.0,6.920059185010526
Cerebral Edema,Dexamethasone,8.0,3.0,7.927925645495847
Cervical Dystonia,Baclofen,1.0,14.0,5.1811107983024085
Cervical Dystonia,Botox,5.5,11.0,6.002260746856158
Cervical Dystonia,Dysport,8.0,6.0,7.878120151334919
Cervical Dystonia,Lioresal,7.0,31.0,2.5882618947649494
Cervical Dystonia,OnabotulinumtoxinA,3.0,27.0,5.4167182371990314
Chlamydia Infection,Azithromycin,7.557377049180328,9.770491803278688,6.673212065874795
Chlamydia Infection,Doxycycline,7.0,18.5,7.992215303927349
Chlamydia Infection,Zithromax,10.0,8.0,7.737592628105482
Chronic Eosinophilic Leukemia,Imatinib,8.0,4.0,7.493869596318778
Chronic Fatigue Syndrome,Amantadine,9.0,46.5,6.871131522227518
Chronic Fatigue Syndrome,Armodafinil,5.857142857142857,28.428571428571427,6.466304277396093
Chronic Fatigue Syndrome,Duloxetine,4.666666666666667,16.333333333333332,6.712165134246696
Chronic Fatigue Syndrome,Lisdexamfetamine,10.0,32.0,6.658888942829638
Chronic Fatigue Syndrome,Modafinil,9.0,44.2,7.476700434192759
Chronic Fatigue Syndrome,Nuvigil,8.75,43.25,7.696881742857963
Chronic Fatigue Syndrome,Provigil,2.0,35.0,8.205393401189777
Chronic Idiopathic Constipation,Plecanatide,7.666666666666667,21.166666666666668,6.312989334655145
Chronic Idiopathic Constipation,Trulance,8.333333333333334,25.0,7.208797740553064
Chronic Inflammatory Demyelinating Polyradiculoneuropathy,Immune globulin intravenous and subcutaneous,7.0,5.0,4.395058287782974
Chronic Lymphocytic Leukemia,Ibrutinib,5.5,12.0,5.446108821768485
Chronic Lymphocytic Leukemia,Imbruvica,5.5,23.5,6.0227940640042394
Chronic Lymphocytic Leukemia,Rituximab,8.0,38.0,4.91343358984285
Chronic Myelogenous Leukemia,Cytoxan,10.0,1.0,6.80968357898411
Chronic Myelogenous Leukemia,Dasatinib,9.0,3.0,7.78418144455481
Chronic Myelogenous Leukemia,Gleevec,8.0,28.25,7.4740022250957185
Chronic Myelogenous Leukemia,Imatinib,10.0,17.5,7.259990296831726
Chronic Myelogenous Leukemia,Nilotinib,9.0,23.5,6.347657720140873
Chronic Myelogenous Leukemia,Tasigna,4.333333333333333,21.333333333333332,4.388837372137933
Chronic Myofascial Pain,Cyclobenzaprine,7.0,4.5,7.141581278857499
Chronic Myofascial Pain,Naprosyn,3.0,1.0,7.049146669046808
Chronic Pain,Acetaminophen / oxycodone,8.1875,31.8125,7.1472558371502535
Chronic Pain,Belbuca,3.4,22.6,6.140372930126831
Chronic Pain,Buprenorphine,6.333333333333333,22.583333333333332,6.90730798372642
Chronic Pain,Butrans,7.5,42.92857142857143,6.911512073343099
Chronic Pain,Cymbalta,6.083333333333333,55.666666666666664,6.165541113103763
Chronic Pain,Dilaudid,8.5,27.833333333333332,7.2129033967398035
Chronic Pain,Dolophine,9.5,64.5,7.447339125612345
Chronic Pain,Duloxetine,6.230769230769231,49.07692307692308,5.45123541406206
Chronic Pain,Duragesic,9.0,38.42857142857143,7.263988790906934
Chronic Pain,Embeda,4.666666666666667,28.0,6.681475712875494
Chronic Pain,Endocet,10.0,37.5,6.579502466814792
Chronic Pain,Exalgo,9.75,63.5,7.587436142912872
Chronic Pain,Fentanyl,8.285714285714286,24.357142857142858,6.558958711665964
Chronic Pain,Fentanyl Transdermal System,7.5,36.75,4.95941972388498
Chronic Pain,Fentora,9.0,19.5,6.992927385742986
Chronic Pain,Hydromorphone,7.9375,43.9375,6.622170695117342
Chronic Pain,Infumorph,9.0,30.0,7.451866876405575
Chronic Pain,Kadian,8.0,31.0,5.77455217416554
Chronic Pain,MS Contin,9.333333333333334,49.833333333333336,6.836409556367627
Chronic Pain,Methadone,8.956521739130435,60.17391304347826,7.3120276487338325
Chronic Pain,Morphine,7.8125,34.5,6.947199965805584
Chronic Pain,Morphine / naltrexone,4.5,24.75,6.11358852384277
Chronic Pain,Oramorph SR,6.0,4.0,5.831127652885081
Chronic Pain,OxyContin,7.0,69.375,6.999217946975151
Chronic Pain,Oxycodone,7.833333333333333,39.357142857142854,6.7261197571626266
Chronic Pain,Percocet,8.8,51.4,6.764503060060401
Chronic Pain,Roxicet,5.0,18.0,6.175778212707728
Chronic Pain,Roxicodone,9.2,46.2,6.764886001079975
Chronic Pain,Subutex,10.0,27.0,7.791771290988408
Chronic Pain,Tramadol,6.12,25.84,6.53299109470383
Chronic Pain,Tylox,10.0,20.0,6.998161370910088
Chronic Pain,Ultram,8.0,76.0,7.624228750591943
Chronic Pain,Ultram ER,8.0,30.0,6.330843099822558
Chronic Pain,Xtampza ER,9.5,2.0,7.825934899180216
Chronic Pancreatitis,Creon,10.0,69.0,6.119944671202277
Chronic Pancreatitis,Pancrelipase,9.5,41.0,6.246601826713222
Chronic Spasticity,Baclofen,6.0,23.333333333333332,4.715644048468601
Chronic Spasticity,Dantrolene,10.0,17.0,7.900790082378434
Chronic Spasticity,Gablofen,8.0,48.0,7.47592285361033
Chronic Spasticity,Lioresal,1.0,8.0,5.707023638890452
Chronic Spasticity,Lioresal Intrathecal,6.0,35.0,6.246702630110371
Clostridial Infection,Dificid,8.0,8.0,6.785657415594868
Clostridial Infection,Lactobacillus acidophilus,9.0,19.0,6.245772451546388
Clostridial Infection,Metronidazole,5.666666666666667,9.666666666666666,5.39889483127816
Clostridial Infection,Vancomycin,10.0,66.0,8.756848808764945
Cluster Headaches,Caffeine / ergotamine,10.0,0.0,6.109306553878856
Cluster Headaches,D.H.E. 45,9.0,1.0,6.250737764256291
Cluster Headaches,Imitrex,8.666666666666666,19.333333333333332,7.041652242080931
Cluster Headaches,Imitrex Nasal,8.0,4.0,7.493869596318778
Cluster Headaches,Imitrex Statdose,9.5,12.0,8.271753347582266
Cluster Headaches,Indomethacin,9.0,12.0,7.304720782014879
Cluster Headaches,Lithium,10.0,29.0,8.469379704137364
Cluster Headaches,Migranal,9.0,5.0,7.277927183306573
Cluster Headaches,Prednisone,9.5,21.0,6.903866207182241
Cluster Headaches,Sumatriptan,7.7,4.9,6.831182581501674
Cluster Headaches,Sumavel DosePro,5.5,9.0,7.1407547589098
Cluster Headaches,Tizanidine,9.0,31.0,6.361917241451971
Cluster Headaches,Verapamil,8.9,24.1,7.11703346089229
Cluster Headaches,Verelan,8.0,11.0,6.562115937095545
Cluster Headaches,Zanaflex,9.0,31.0,6.361917241451971
Cluster Headaches,Zolmitriptan,9.0,11.0,7.648306726574672
Cold Sores,Acyclovir,7.5,9.5,6.688465037812595
Cold Sores,Denavir,9.0,16.0,7.767086870498893
Cold Sores,Famciclovir,9.0,5.0,7.277927183306573
Cold Sores,Famvir,9.5,24.5,6.603843382136144
Cold Sores,Penciclovir,6.4,6.8,6.275229683167297
Cold Sores,Retre-Gel,10.0,23.0,8.215482906027418
Cold Sores,Tetracaine,10.0,20.0,6.998161370910088
Cold Sores,Valacyclovir,8.882352941176471,13.529411764705882,7.160549784732485
Cold Sores,Valtrex,9.6,22.0,7.017576214463565
Cold Sores,Zovirax Cream,5.5,12.5,7.192428393551671
Cold Sores,Zovirax Ointment,9.5,31.5,7.509708261887526
Cold Symptoms,Acetaminophen / diphenhydramine / phenylephrine,1.0,3.0,7.0500866311617765
Cold Symptoms,Actifed,8.5,6.0,6.291579646004033
Cold Symptoms,Benadryl,9.5,19.5,8.510698486543234
Cold Symptoms,Chlorpheniramine / hydrocodone,10.0,4.0,8.358950719271757
Cold Symptoms,Chlorpheniramine / phenylephrine,10.0,1.0,6.80968357898411
Cold Symptoms,Dextromethorphan / phenylephrine / pyrilamine,10.0,2.0,8.074493292790843
Cold Symptoms,Drixoral Cold and Allergy,10.0,10.0,8.1006448153766
Cold Symptoms,Echinacea,9.0,13.5,7.525879798470125
Cold Symptoms,Ephedrine / guaifenesin,8.0,28.0,7.893476027714111
Cold Symptoms,Mucinex Fast-Max Night Time Cold & Flu,5.0,0.0,3.8128660300863055
Cold Symptoms,Pseudoephedrine / triprolidine,9.0,8.0,7.680448759748366
Cold Symptoms,Robitussin Cold Cough and Flu,10.0,1.0,6.80968357898411
Cold Symptoms,Rynatan,9.0,4.0,8.457255146738312
Cold Symptoms,Sudafed PE Severe Cold,1.0,3.0,7.0500866311617765
Cold Symptoms,Tussionex Pennkinetic,5.0,5.0,5.381957142457769
Colorectal Cance,Capecitabine,9.333333333333334,53.333333333333336,6.974438817496018
Colorectal Cance,Cetuximab,8.0,47.0,7.930865919977718
Colorectal Cance,Irinotecan,5.0,6.0,3.916649591116808
Colorectal Cance,Xeloda,8.0,61.0,6.948820972744348
Computed Tomography,Barium sulfate,3.5,12.25,5.7226762393497825
Computed Tomography,Readi-Cat,9.0,43.0,6.8988396488861214
Computed Tomography,Readi-Cat 2,1.0,33.0,5.466945060053988
Condylomata Acuminata,Imiquimod,10.0,36.0,7.715255946986691
Condylomata Acuminata,Podofilox,7.666666666666667,4.666666666666667,6.4943390840431805
Conjunctivitis,Gatifloxacin,4.0,2.0,7.884224520147357
Conjunctivitis,Lotemax,1.0,4.0,6.548256302136768
Conjunctivitis,Zymar,10.0,2.0,8.074493292790843
"Conjunctivitis, Allergic",Alamast,1.0,1.0,4.319273404069607
"Conjunctivitis, Allergic",Alcaftadine,10.0,9.0,8.656796740464273
"Conjunctivitis, Allergic",Bepreve,10.0,3.0,8.745991303284766
"Conjunctivitis, Allergic",Ketotifen,9.5,19.75,7.812527123281998
"Conjunctivitis, Allergic",Lastacaft,5.5,24.0,6.371802841689063
"Conjunctivitis, Allergic",Optivar,10.0,16.0,8.709532579215772
"Conjunctivitis, Allergic",Pemirolast,10.0,0.0,6.109306553878856
"Conjunctivitis, Allergic",Prednisone,9.0,6.0,6.290834689334499
"Conjunctivitis, Bacterial",Azasite,1.0,12.0,3.5351764941555603
"Conjunctivitis, Bacterial",Azithromycin,8.5,11.5,6.779769361070155
"Conjunctivitis, Bacterial",Blephamide,10.0,1.0,6.80968357898411
"Conjunctivitis, Bacterial",Erythromycin,8.0,12.0,5.1337406888149335
"Conjunctivitis, Bacterial",Hydrocortisone / neomycin / polymyxin b,7.0,0.0,2.2348399436105684
"Conjunctivitis, Bacterial",Loteprednol / tobramycin,10.0,19.0,6.127475169414972
"Conjunctivitis, Bacterial",Maxitrol,10.0,15.0,8.482883456649951
"Conjunctivitis, Bacterial",Moxifloxacin,7.0,2.3333333333333335,7.13451805310013
"Conjunctivitis, Bacterial",Prednisolone / sulfacetamide sodium,10.0,1.0,6.80968357898411
"Conjunctivitis, Bacterial",TobraDex,1.0,3.0,7.0500866311617765
"Conjunctivitis, Bacterial",Tobramycin,9.0,14.0,7.475096634526175
"Conjunctivitis, Bacterial",Vigamox,6.333333333333333,1.3333333333333333,6.062322257311085
Constipation,Amitiza,1.5,17.0,6.676345211665353
Constipation,Bisacodyl,5.072289156626506,9.542168674698795,6.388321479756839
Constipation,Citrate of Magnesia,10.0,58.0,7.393285995684158
Constipation,Correctol,6.0,5.0,6.491680434772636
Constipation,Docusate,5.5,4.0,5.882906123417951
Constipation,Dulcolax,5.652777777777778,12.36111111111111,6.063264695614132
Constipation,Dulcolax Laxative,3.25,3.5,6.01138104528435
Constipation,Fleet Enema,9.333333333333334,18.333333333333332,7.480892053695066
Constipation,Fleet Glycerin Suppositories Adult,10.0,1.0,6.80968357898411
Constipation,Linaclotide,8.777777777777779,31.555555555555557,7.549063564923865
Constipation,Linzess,6.333333333333333,34.0,6.959860848285232
Constipation,Lubiprostone,1.0,23.0,6.358347107570019
Constipation,Magnesium citrate,8.862068965517242,28.344827586206897,6.796748180480054
Constipation,Magnesium hydroxide,8.38888888888889,27.88888888888889,7.006685243143412
Constipation,Magnesium oxide,9.666666666666666,68.33333333333333,7.273688652280039
Constipation,Metamucil,10.0,18.0,6.633970466631683
Constipation,Milk of Magnesia,8.0,66.0,7.9400349751344015
Constipation,MiraLax,8.705882352941176,57.05882352941177,7.183387863916884
Constipation,PEG3350,9.0,2.0,8.174543577159849
Constipation,Phillips' Milk of Magnesia,8.666666666666666,23.444444444444443,7.294169332406751
Constipation,Polyethylene glycol 3350,9.592592592592593,49.111111111111114,7.521259505174079
Constipation,Psyllium,1.0,3.0,7.0500866311617765
Constipation,Senna,5.0,8.142857142857142,5.216436285700991
Constipation,Senokot,1.0,4.0,4.380721872668914
Constipation,Sodium biphosphate / sodium phosphate,9.333333333333334,10.333333333333334,7.155216820522817
"Constipation, Acute",Lactulose,8.333333333333334,24.333333333333332,5.904400432288008
"Constipation, Acute",MiraLax,8.0,18.0,5.47795598012679
"Constipation, Acute",Polyethylene glycol 3350,10.0,109.0,8.268224392354298
"Constipation, Acute",Senna S,6.0,28.0,6.340652340523361
"Constipation, Chronic",Amitiza,6.454545454545454,43.63636363636363,6.022390897985787
"Constipation, Chronic",Lactulose,10.0,69.0,7.751860141657997
"Constipation, Chronic",Linaclotide,7.25,41.479166666666664,6.480873223275634
"Constipation, Chronic",Linzess,7.325,47.875,6.712558492707226
"Constipation, Chronic",Lubiprostone,8.0,35.22222222222222,6.576689957732399
"Constipation, Chronic",Polyethylene glycol 3350 with electrolytes,10.0,2.0,8.074493292790843
"Constipation, Chronic",Tegaserod,10.0,12.333333333333334,7.090078866713136
"Constipation, Chronic",Zelnorm,9.5,13.0,8.690556241621685
"Constipation, Drug Induced",Amitiza,5.0,18.5,6.956389137490229
"Constipation, Drug Induced",Lubiprostone,6.0,14.0,4.258717606691409
"Constipation, Drug Induced",Methylnaltrexone,8.375,30.25,7.768339019388828
"Constipation, Drug Induced",Movantik,3.2857142857142856,25.142857142857142,6.04182391114208
"Constipation, Drug Induced",Naloxegol,5.65,25.8,6.270950115082701
Costochondritis,Naprosyn,10.0,22.0,8.757200984608478
Cough,Acetaminophen / codeine,9.333333333333334,7.333333333333333,6.73863846042111
Cough,Acetaminophen / hydrocodone,9.5,31.0,7.235797175842937
Cough,Benzonatate,5.096153846153846,20.26923076923077,6.048636261143622
Cough,Buckleys Mixture,5.0,6.0,3.916649591116808
Cough,Cheratussin AC,5.0,26.0,7.4822571936157765
Cough,Chlorpheniramine / hydrocodone,9.7,12.9,7.257831810959635
Cough,Codeine / guaifenesin,3.8333333333333335,15.333333333333334,7.749008038488576
Cough,Codeine / promethazine,5.8,5.8,6.056174026399299
Cough,Delsym,3.15,8.0,6.459090964002608
Cough,Delsym 12 Hour Cough Relief,5.0,6.5,7.860833267594687
Cough,Dextromethorphan,4.481481481481482,5.0,6.819791127154986
Cough,Dextromethorphan / guaifenesin,7.0,12.0,2.8489295685288183
Cough,Gabapentin,9.0,15.0,8.580480617777244
Cough,Guaifenesin,7.428571428571429,12.571428571428571,6.770357941863241
Cough,Guaifenesin / hydrocodone,9.0,0.0,6.227844379644332
Cough,Homatropine / hydrocodone,8.133333333333333,17.4,6.741924705182982
Cough,Hycodan,8.333333333333334,13.0,6.742282496514903
Cough,Hydromet,5.333333333333333,22.666666666666668,6.697617927201732
Cough,Mucinex,2.4,22.8,5.194294279368515
Cough,Mucinex Maximum Strength,9.0,7.0,6.607445106972985
Cough,Robitussin CoughGels Long-Acting,2.0,5.0,6.577285637571317
Cough,Tessalon,1.0,8.0,5.707023638890452
Cough,Tessalon Perles,8.1,36.2,6.688094425741359
Cough,TussiCaps,10.0,7.0,6.493653305451713
Cough,Tussionex Pennkinetic,9.625,11.25,7.253827390395376
Cough,Vicodin ES,10.0,26.5,7.287861309101839
Cough and Nasal Congestion,Bromfed DM,7.333333333333333,13.0,7.746959916639516
Cough and Nasal Congestion,Brompheniramine / dextromethorphan / pseudoephedrine,1.0,1.0,4.319273404069607
Cough and Nasal Congestion,Chlophedianol / guaifenesin / pseudoephedrine,9.0,4.0,8.457255146738312
Cough and Nasal Congestion,Chlorpheniramine / dextromethorphan,5.0,9.0,7.282126707776135
Cough and Nasal Congestion,Chlorpheniramine / dextromethorphan / phenylephrine,10.0,6.0,6.1731344641759245
Cough and Nasal Congestion,Chlorpheniramine / hydrocodone / pseudoephedrine,10.0,10.0,8.574485878929147
Cough and Nasal Congestion,Guaifenesin / phenylephrine,10.0,6.0,6.1731344641759245
Cough and Nasal Congestion,Guaifenesin / pseudoephedrine,6.774193548387097,14.03225806451613,6.817995433000791
Cough and Nasal Congestion,Hydrocodone / pseudoephedrine,9.0,4.0,8.457255146738312
Cough and Nasal Congestion,M-End PE,10.0,2.0,8.074493292790843
Cough and Nasal Congestion,Maxichlor PSE DM,10.0,0.0,6.109306553878856
